Measurement Year,Facility Name,Facility ID,Facility OPCERT,Facility Medicare Number,Measure Short Name,Measure Full Name,Measure ID Number,First Quintile,Second Quintile,Third Quintile,Fourth Quintile,Fifth Quintile,Numeric Value,Character Value,Quintile,Points,Comments,City,County,Region,Current Facility Name,Location
2017,St Luke Residential Health Care Facility Inc,735,3702309,335746,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,67,,Oswego,Oswego,CNYRO,St Luke Residential Health Care Facility Inc,"(43.4449, -76.4939)"
2017,The Villages of Orleans Health and Rehabilitation Center,716,3620301,335212,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,47,,Albion,Orleans,WRO,The Villages of Orleans Health and Rehabilitation Center,"(43.2406, -78.2166)"
2017,Sunnyside Care Center,664,3321301,335409,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,27,,East Syracuse,Onondaga,CNYRO,Sunnyside Care Center,"(43.1091, -76.0379)"
2017,"Sunset Nursing and Rehabilitation Center, Inc.",613,3221301,335587,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,36,,Boonville,Oneida,CNYRO,"Sunset Nursing and Rehabilitation Center, Inc.","(43.4788, -75.3327)"
2017,Sapphire Nursing at Meadow Hill,696,3502305,335464,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52.2,,Newburgh,Orange,MARO,Sapphire Nursing at Meadow Hill,"(41.5259, -74.0893)"
2017,Montgomery Nursing and Rehabilitation Center,710,3561302,335396,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,Montgomery,Orange,MARO,Montgomery Nursing and Rehabilitation Center,"(41.5456, -74.2386)"
2017,Aurelia Osborn Fox Memorial Hospital,740,3801000,335204,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52,,Oneonta,Otsego,CDRO,Aurelia Osborn Fox Memorial Hospital,"(42.4574, -75.0533)"
2017,Degraff Memorial Hospital-Skilled Nursing Facility,582,3103000,335669,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,54,,North Tonawanda,Niagara,WRO,Degraff Memorial Hospital-Skilled Nursing Facility,"(43.0262, -78.8625)"
2017,Maplewood Health Care and Rehabilitation Center,810,4420301,335566,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,73,,Canton,Saint Lawrence,CNYRO,Maplewood Health Care and Rehabilitation Center,"(44.6128, -75.1616)"
2017,Diamond Hill Nursing and Rehabilitation Center,772,4161305,335377,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,39,,Troy,Rensselaer,CDRO,Diamond Hill Nursing and Rehabilitation Center,"(42.7936, -73.6635)"
2017,Victoria Home,1090,5905305,335714,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55.8,,Ossining,Westchester,MARO,Victoria Home,"(41.1642, -73.8654)"
2017,Cold Spring Hills Center for Nursing and Rehabilitation,558,2952310,335555,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Woodbury,Nassau,MARO,Cold Spring Hills Center for Nursing and Rehabilitation,"(40.8256, -73.4701)"
2017,St Camillus Residential Health Care Facility,655,3301321,335283,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,56,,Syracuse,Onondaga,CNYRO,St Camillus Residential Health Care Facility,"(43.0354, -76.2082)"
2017,Northern Metropolitan Residential Health Care Facility Inc,797,4353301,335380,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,35,,Monsey,Rockland,MARO,Northern Metropolitan Residential Health Care Facility Inc,"(41.116, -74.0669)"
2017,"Rome Memorial Hospital, Inc - RHCF",590,3201002,335563,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,66,,Rome,Oneida,CNYRO,"Rome Memorial Hospital, Inc - RHCF","(43.2299, -75.4435)"
2017,Central Park Rehabilitation and Nursing Center,654,3301326,335253,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,78,,Syracuse,Onondaga,CNYRO,Central Park Rehabilitation and Nursing Center,
2017,Tolstoy Foundation Rehabilitation and Nursing Center,785,4350301,335311,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,40,,Valley Cottage,Rockland,MARO,Tolstoy Foundation Rehabilitation and Nursing Center,"(41.1244, -73.9321)"
2017,Medina Memorial Hospital SNF,719,3622000,335313,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,56,,Medina,Orleans,WRO,Medina Memorial Hospital SNF,"(43.2236, -78.3971)"
2017,Jewish Home of Central New York,647,3301309,335190,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51,,Syracuse,Onondaga,CNYRO,Jewish Home of Central New York,"(43.037, -76.0758)"
2017,Utica Rehabilitation & Nursing Center,607,3202316,335471,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Utica,Oneida,CNYRO,,"(43.0799, -75.2745)"
2017,Living Center at Geneva - North,672,3402303,335098,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Geneva,Ontario,WRO,Living Center at Geneva - North,"(42.8757, -76.9874)"
2017,Bishop Rehabilitation and Nursing Center,656,3301330,335338,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,33.3,,Syracuse,Onondaga,CNYRO,Bishop Rehabilitation and Nursing Center,"(43.0575, -76.1378)"
2017,"Parkview Care and Rehabilitation Center, Inc.",557,2952301,335074,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Massapequa,Nassau,MARO,"Parkview Care and Rehabilitation Center, Inc.","(40.6679, -73.4386)"
2017,Putnam Nursing & Rehabilitation Center,754,3951302,335229,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51,,Holmes,Putnam,MARO,Putnam Nursing & Rehabilitation Center,"(41.4966, -73.6633)"
2017,The Five Towns Premier Rehabilitation & Nursing Center,539,2950315,335718,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Woodmere,Nassau,MARO,The Five Towns Premier Rehabilitation & Nursing Center,"(40.6323, -73.7079)"
2017,Crest Manor Living and Rehabilitation Center,481,2762301,335467,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Fairport,Monroe,WRO,Crest Manor Living and Rehabilitation Center,"(43.0691, -77.4412)"
2017,"Excel at Woodbury for Rehabilitation and Nursing, LLC",559,2952309,335231,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Woodbury,Nassau,MARO,"Excel at Woodbury for Rehabilitation and Nursing, LLC","(40.8186, -73.458)"
2017,Van Duyn Center for Rehabilitation and Nursing,650,3301328,335184,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,27,,Syracuse,Onondaga,CNYRO,Van Duyn Center for Rehabilitation and Nursing,"(43.0055, -76.1665)"
2017,Grace Plaza Nursing and Rehabilitation Center,521,2913301,335483,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Great Neck,Nassau,MARO,The Grand Rehabilitation and Nursing at Great Neck,"(40.7888, -73.7224)"
2017,Schoellkopf Health Center,579,3102307,335376,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,71,,Niagara Falls,Niagara,WRO,Schoellkopf Health Center,"(43.094, -79.0504)"
2017,St Anns Community,477,2757301,335730,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,Webster,Monroe,WRO,St Anns Community_Webster,"(43.209, -77.4697)"
2017,Waterville Residential Care Center,618,3226301,335585,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Waterville,Oneida,CNYRO,Waterville Residential Care Center,"(42.9305, -75.3835)"
2017,"Betsy Ross Rehabilitation Center, Inc",595,3201307,335727,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Rome,Oneida,CNYRO,"Betsy Ross Rehabilitation Center, Inc","(43.2321, -75.4661)"
2017,The Center for Nursing and Rehabilitation at Hoosick Falls,766,4120300,335601,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Hoosick Falls,Rensselaer,CDRO,The Center for Nursing and Rehabilitation at Hoosick Falls,"(42.9095, -73.3475)"
2017,Emerald North Nursing and Rehabilitation Center,633,1401339,335640,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,37,,Buffalo,Erie,WRO,Buffalo Community Healthcare Center,"(42.9166, -78.8688)"
2017,Oceanside Care Center Inc,537,2950314,335158,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,47,,Oceanside,Nassau,MARO,Oceanside Care Center Inc,"(40.6404, -73.6421)"
2017,Heritage Health Care Center,609,3202314,335600,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,29,,Utica,Oneida,CNYRO,The Grand Rehabilitation and Nursing at Utica,"(43.091, -75.2569)"
2017,Living Center at Geneva - South,674,3402302,335098,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51.6,,Geneva,Ontario,WRO,Living Center at Geneva - South,"(42.8757, -76.9874)"
2017,Creekview Nursing and Rehab Center,470,2753301,335556,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,25,,Rochester,Monroe,WRO,Creekview Nursing and Rehab Center,"(43.1284, -77.6862)"
2017,Morningstar Residential Care Center,731,3702315,335489,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Oswego,Oswego,CNYRO,Morningstar Residential Care Center,"(43.4457, -76.5285)"
2017,River Ridge Living Center,485,2801305,335422,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,37,,Amsterdam,Montgomery,CDRO,River Ridge Living Center,"(42.9376, -74.2053)"
2017,Newfane Rehab & Health Care Center,586,3154303,335481,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,37,,Newfane,Niagara,WRO,Newfane Rehab & Health Care Center,"(43.2831, -78.6967)"
2017,"Northern Riverview Health Care Center, Inc",774,4321302,335418,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,Haverstraw,Rockland,MARO,"Northern Riverview Health Care Center, Inc","(41.2023, -73.9837)"
2017,Hill Haven Nursing Home,479,2761302,335247,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,Webster,Monroe,WRO,Hill Haven Nursing Home,"(43.1806, -77.5087)"
2017,Marquis Rehabilitation & Nursing Center,492,2901304,335141,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Glen Cove,Nassau,MARO,Emerge Nursing and Rehabilitation at Glen Cove,"(40.8747, -73.623)"
2017,Belair Care Center Inc,533,2950301,335140,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,62.7,,No Bellmore,Nassau,MARO,Belair Care Center Inc,"(40.6911, -73.5405)"
2017,Orchard Rehabilitation & Nursing Center,721,3622304,335397,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,44,,Medina,Orleans,WRO,Orchard Rehabilitation & Nursing Center,"(43.2131, -78.3701)"
2017,Northern Manor Geriatric Center Inc,784,4350304,335046,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,34,,Nanuet,Rockland,MARO,Northern Manor Geriatric Center Inc,"(41.1118, -74.0109)"
2017,South Shore Rehabilitation and Nursing Center,504,2904302,335156,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,Freeport,Nassau,MARO,South Shore Rehabilitation and Nursing Center,"(40.6523, -73.5919)"
2017,Park Ridge Nursing Home,474,2754302,335369,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,Rochester,Monroe,WRO,Park Ridge Nursing Home,"(43.1916, -77.7015)"
2017,Presbyterian Home for Central New York Inc,621,3227303,335546,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,New Hartford,Oneida,CNYRO,Presbyterian Home for Central New York Inc,"(43.0723, -75.3429)"
2017,St Anns Community,476,2757300,335081,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51,,Rochester,Monroe,WRO,St Anns Community_Rochester,"(43.1935, -77.5844)"
2017,Mayfair Care Center,509,2906302,335279,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,45,,Hempstead,Nassau,MARO,Mayfair Care Center,"(40.6978, -73.6159)"
2017,RiverLedge Health Care and Rehabilitation Center,802,4401302,335454,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Ogdensburg,Saint Lawrence,CNYRO,RiverLedge Health Care and Rehabilitation Center,"(44.6811, -75.517)"
2017,Garden Care Center,538,2950316,335817,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52,,Franklin Square,Nassau,MARO,Garden Care Center,"(40.7047, -73.6771)"
2017,Van Rensselaer Manor,761,4102307,335265,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,57,,Troy,Rensselaer,CDRO,Van Rensselaer Manor,"(42.6885, -73.6822)"
2017,Ontario Center for Rehabilitation and Healthcare,683,3429304,335564,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,25,,Canandaigua,Ontario,WRO,Ontario Center for Rehabilitation and Healthcare,"(42.8846, -77.2118)"
2017,Sands Point Center for Health and Rehabilitation,546,2951304,335022,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,41,,Port Washington,Nassau,MARO,Sands Point Center for Health and Rehabilitation,"(40.8431, -73.6902)"
2017,Masonic Care Community of New York,606,3202308,335541,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Utica,Oneida,CNYRO,Masonic Care Community of New York,"(43.0891, -75.1894)"
2017,Central Island Healthcare,560,2952308,335284,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,63,,Plainview,Nassau,MARO,Central Island Healthcare,"(40.7739, -73.4804)"
2017,Riverside Center for Rehabilitation and Nursing,767,4124301,335525,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,42,,Castleton-On-Hudson,Rensselaer,CDRO,Riverside Center for Rehabilitation and Nursing,"(42.5398, -73.7514)"
2017,"Friedwald Center for Rehabilitation and Nursing, LLC",787,4350305,335734,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,New City,Rockland,MARO,"Friedwald Center for Rehabilitation and Nursing, LLC","(41.1494, -74.0314)"
2017,Hamilton Manor Nursing Home,472,2701364,335615,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,42.1,,Rochester,Monroe,WRO,Hamilton Manor Nursing Home,"(43.2158, -77.6959)"
2017,Lockport Rehab & Health Care Center,568,3101307,335573,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,64,,Lockport,Niagara,WRO,Lockport Rehab & Health Care Center,"(43.1535, -78.6717)"
2017,Glen Cove Center for Nursing and Rehabilitation,493,2901305,335716,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51,,Glen Cove,Nassau,MARO,Glen Cove Center for Nursing and Rehabilitation,"(40.8746, -73.623)"
2017,Hempstead Park Nursing Home,508,2906304,335222,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Hempstead,Nassau,MARO,Hempstead Park Nursing Home,"(40.7093, -73.6022)"
2017,Daleview Care Center,524,5150302,335161,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,75,,Farmingdale,Nassau,MARO,Daleview Care Center,"(40.7284, -73.4482)"
2017,M.M. Ewing Continuing Care Center,681,3429300,335345,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,48,,Canandaigua,Ontario,WRO,M.M. Ewing Continuing Care Center,"(42.875, -77.2898)"
2017,The Grand Rehabilitation and Nursing at Rome,593,3201310,335589,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,45,,Rome,Oneida,CNYRO,The Grand Rehabilitation and Nursing at Rome,"(43.2203, -75.4503)"
2017,Pontiac Nursing Home,732,3702313,335590,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51.6,,Oswego,Oswego,CNYRO,Pontiac Nursing Home,"(43.4448, -76.4938)"
2017,The Valley View Center for Nursing Care and Rehabilitation,702,3523301,335238,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,47,,Goshen,Orange,MARO,The Valley View Center for Nursing Care and Rehabilitation,"(41.3556, -74.3674)"
2017,Wesley Health Care Center Inc,822,4501301,335394,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,58,,Saratoga Springs,Saratoga,CDRO,Wesley Health Care Center Inc,"(43.0884, -73.7893)"
2017,Loretto Health and Rehabilitation Center,648,3301327,335136,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Syracuse,Onondaga,CNYRO,Loretto Health and Rehabilitation Center,"(43.0091, -76.1328)"
2017,The Pines at Utica Center for Nursing & Rehabilitation,608,3202315,335374,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Utica,Oneida,CNYRO,The Pines at Utica Center for Nursing & Rehabilitation,"(43.0866, -75.2547)"
2017,Katherine Luther Residential Health Care and Rehabilitation Center,604,3225303,335006,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Clinton,Oneida,CNYRO,Katherine Luther Residential Health Care and Rehabilitation Center,"(43.0575, -75.3636)"
2017,Capstone Center for Rehabilitation and Nursing,488,2850301,335543,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Amsterdam,Montgomery,CDRO,Capstone Center for Rehabilitation and Nursing,"(42.9144, -74.1043)"
2017,"Rockville Skilled Nursing & Rehabilitation Center, LLC",517,2909304,335747,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,36.8,,Rockville Centre,Nassau,MARO,"Rockville Skilled Nursing & Rehabilitation Center, LLC","(40.6639, -73.6503)"
2017,The Grand Pavilion for Rehab & Nursing at Rockville Centre,516,2909305,335297,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,67,,Rockville Centre,Nassau,MARO,The Grand Pavilion for Rehab & Nursing at Rockville Centre,"(40.664, -73.6512)"
2017,South Point Plaza Nursing and Rehabilitation Center,564,2961302,335162,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,81,,Island Park,Nassau,MARO,The Grand Rehabilitation and Nursing at South Point,"(40.5992, -73.6559)"
2017,Bethany Gardens Skilled Living Center,594,3201308,335732,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,31.6,,Rome,Oneida,CNYRO,Bethany Gardens Skilled Living Center,"(43.2362, -75.4524)"
2017,Troy Center for Rehabilitation and Nursing,762,4102313,335280,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,48.9,,Troy,Rensselaer,CDRO,Troy Center for Rehabilitation and Nursing,"(42.6973, -73.6964)"
2017,Trustees of the Eastern Star Hall and Home of the State of New Yor,624,3239300,335497,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51,,Oriskany,Oneida,CNYRO,Trustees of the Eastern Star Hall and Home of the State of New York,"(43.1648, -75.3395)"
2017,Saratoga Center for Rehab and Skilled Nursing Care,825,4520302,335518,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,15,,Ballston Spa,Saratoga,CDRO,,"(42.9964, -73.8537)"
2017,Wilkinson Residential Health Care Facility,483,2801001,335324,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,40,,Amsterdam,Montgomery,CDRO,Wilkinson Residential Health Care Facility,"(42.9612, -74.1863)"
2017,Lynbrook Restorative Therapy and Nursing,520,2911303,335160,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Lynbrook,Nassau,MARO,Lynbrook Restorative Therapy and Nursing,"(40.6499, -73.6673)"
2017,Pine Valley Center for Rehabilitation and Nursing,778,4353303,335285,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,62,,Spring Valley,Rockland,MARO,Pine Valley Center for Rehabilitation and Nursing,"(41.1362, -74.0372)"
2017,The Willows at Ramapo Rehabilitation and Nursing Center,780,4329301,335148,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,51,,Suffern,Rockland,MARO,The Willows at Ramapo Rehabilitation and Nursing Center,"(41.1023, -74.1264)"
2017,St Josephs Home,800,4401300,335087,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Ogdensburg,Saint Lawrence,CNYRO,St Josephs Home,"(44.7003, -75.4666)"
2017,"Michaud Residential Health Services, Inc.",725,3701301,335460,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,,,CNYRO,,"(43.3151, -76.4071)"
2017,Houghton Rehabilitation & Nursing Center,651,226302,335641,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,34,,Houghton,Allegany,WRO,Houghton Rehabilitation & Nursing Center,"(42.4263, -78.1629)"
2017,Glengariff Health Care Center,491,2901300,335211,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,33,,Glen Cove,Nassau,MARO,Glengariff Rehabilitation and Healthcare Center,"(40.881, -73.6302)"
2017,"The Cottages at Garden Grove, a Skilled Nursing Community",657,3301323,335340,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,52,,Cicero,Onondaga,CNYRO,"The Cottages at Garden Grove, a Skilled Nursing Community","(43.0437, -76.1367)"
2017,Beach Terrace Care Center,496,2902303,335024,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,56,,Long Beach,Nassau,MARO,Beach Terrace Care Center,"(40.5844, -73.6828)"
2017,Palatine Nursing Home,489,2827000,335685,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Palatine Bridge,Montgomery,CDRO,Palatine Nursing Home,"(42.9208, -74.5704)"
2017,Highland Rehabilitation and Nursing Center,691,3501305,335526,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,37,,,,MARO,Highland Rehabilitation and Nursing Center,"(41.4537, -74.4187)"
2017,A Holly Patterson Extended Care Facility,534,2950302,335023,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Uniondale,Nassau,MARO,A Holly Patterson Extended Care Facility,"(40.6975, -73.5856)"
2017,"Absolut Center for Nursing and Rehabilitation at Gasport, LLC",588,3158302,335533,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,37,,Gasport,Niagara,WRO,"Absolut Center for Nursing and Rehabilitation at Gasport, LLC","(43.1936, -78.5733)"
2017,Charles T Sitrin Health Care Center Inc,620,3227304,335475,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,66,,New Hartford,Oneida,CNYRO,Charles T Sitrin Health Care Center Inc,"(43.055, -75.2288)"
2017,Niagara Rehabilitation and Nursing Center,580,3102311,335742,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43,,Niagara Falls,Niagara,WRO,Niagara Rehabilitation and Nursing Center,"(43.0967, -79.0521)"
2017,Nyack Ridge Rehabilitation and Nursing Center,786,4350306,335365,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,46,,Valley Cottage,Rockland,MARO,Nyack Ridge Rehabilitation and Nursing Center,"(41.1172, -73.9401)"
2017,Elderwood of Lakeside at Brockport,469,2728300,335569,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,53,,Brockport,Monroe,WRO,Elderwood of Lakeside at Brockport,"(43.2201, -77.9455)"
2017,Chestnut Park Rehabilitation and Nursing Center,743,3801304,335243,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,42.1,,Oneonta,Otsego,CDRO,Chestnut Park Rehabilitation and Nursing Center,"(42.4529, -75.0855)"
2017,Highland Nursing Home Inc,805,4402300,335619,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Massena,Saint Lawrence,CNYRO,Highland Nursing Home Inc,"(44.9473, -74.8551)"
2017,Clifton Springs Hospital and Clinic Extended Care,677,3421000,335361,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Clifton Springs,Ontario,WRO,Clifton Springs Hospital and Clinic Extended Care,"(42.9605, -77.1389)"
2017,"St Regis Nursing Home, Inc.",806,4402303,335592,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,49,,Massena,Saint Lawrence,CNYRO,Massena Rehabilitation & Nursing Center,"(44.9232, -74.8854)"
2017,Elm Manor Nursing and Rehabilitation Center,682,3429305,335255,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,47.5,,Canandaigua,Ontario,WRO,Elm Manor Nursing and Rehabilitation Center,"(42.8943, -77.2862)"
2017,Highfield Gardens Care Center of Great Neck,547,2951306,335250,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,48,,Great Neck,Nassau,MARO,Highfield Gardens Care Center of Great Neck,"(40.7859, -73.7051)"
2017,Wayne County Nursing Home,1034,5823302,335406,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Lyons,Wayne,WRO,Wayne County Nursing Home,"(43.0642, -77.0288)"
2017,Williamsbridge Center for Rehabilitation and Nursing,1247,7000379,335048,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,55,,Bronx,Bronx,MARO,Williamsbridge Center for Rehabilitation and Nursing,"(40.8459, -73.849)"
2017,"Baptist Health Nursing and Rehabilitation Center, Inc",843,4620300,335612,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,38,,Scotia,Schenectady,CDRO,"Baptist Health Nursing and Rehabilitation Center, Inc","(42.8363, -73.9544)"
2017,Jeanne Jugan Residence,1222,7000313,335605,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,92,,Bronx,Bronx,MARO,Jeanne Jugan Residence,"(40.8151, -73.8119)"
2017,Sodus Rehabilitation & Nursing Center,1038,5828302,335378,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,38,,Sodus,Wayne,WRO,Sodus Rehabilitation & Nursing Center,"(43.2487, -77.0625)"
2017,Sprain Brook Manor Rehab,1114,5910301,335320,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,44,,Scarsdale,Westchester,MARO,Sprain Brook Manor Rehab,"(40.9865, -73.8358)"
2017,Washington Center for Rehabilitation and Healthcare,1026,5750301,335413,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,5,33,,Argyle,Washington,CDRO,Washington Center for Rehabilitation and Healthcare,"(43.2037, -73.4867)"
2017,Mosholu Parkway Nursing & Rehabilitation Center,1236,7000329,335030,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Bronx,Bronx,MARO,Mosholu Parkway Nursing & Rehabilitation Center,"(40.8785, -73.8745)"
2017,Pelham Parkway Nursing Care and Rehabilitation Facility LLC,1245,7000338,335486,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,54,,Bronx,Bronx,MARO,Pelham Parkway Nursing Care and Rehabilitation Facility LLC,"(40.8612, -73.856)"
2017,Surge Rehabilitation and Nursing LLC,909,5151325,335390,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,59,,Middle Island,Suffolk,MARO,Surge Rehabilitation and Nursing LLC,"(40.8919, -72.9679)"
2017,King Street Home Inc,1093,5906300,335447,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,43.3,,Port Chester,Westchester,MARO,King Street Home Inc,"(41.0267, -73.6706)"
2017,Massapequa Center Rehabilitation & Nursing,881,5120302,335213,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,4,42.2,,Amityville,Suffolk,MARO,Massapequa Center Rehabilitation & Nursing,"(40.6841, -73.4227)"
2017,San Simeon By the Sound Center for Nursing&Rehabilitation,892,5127302,335274,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,1,72,,Greenport,Suffolk,MARO,San Simeon By the Sound Center for Nursing&Rehabilitation,"(41.1003, -72.3889)"
2017,Laconia Nursing Home,1248,7000370,335388,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,2,60,,Bronx,Bronx,MARO,Laconia Nursing Home,"(40.8881, -73.8485)"
2017,Woodhaven Nursing Home,908,5151323,335514,FACILITY SCORE,Overall score,19,92,60,53,47,40,,,3,50,,Port Jefferson Station,Suffolk,MARO,Woodhaven Nursing Home,"(40.916, -73.0347)"
