"Facility ID","Facility Name","Certification Number","Street Address","City","State","Zip","County","Area Office","Phone","Website","Census Date","Week Difference","Week Difference Category","Bed Type","Total Capacity","Available Capacity","Category","Latitude","Longitude"
"504","South Shore Rehabilitation and Nursing Center","2904302N","275 W Merrick Road","Freeport","NY","11520","Nassau","Metropolitan Area Regional Office - Long Island","516-623-4000","http://www.extendedcare.com/ElderCare/Facilities/NY/Freeport/SouthShore/","05/20/2020","0","0","VENTBEDSAV","24","13","4","40.652256","-73.591904"
"508","Hempstead Park Nursing Home","2906304N","800 Front Street","Hempstead","NY","11550","Nassau","Metropolitan Area Regional Office - Long Island","516-705-9700","https://hempsteadparknh.com/","05/13/2020","1","1","NHBEDSAV","251","52","5","40.709332","-73.602242"
"509","Mayfair Care Center","2906302N","100 Baldwin Road","Hempstead","NY","11550","Nassau","Metropolitan Area Regional Office - Long Island","516-538-7171","http://www.mayfaircarecenter.com/","05/20/2020","0","0","NHBEDSAV","200","53","5","40.697823","-73.615936"
"516","The Grand Pavilion for Rehab & Nursing at Rockville Centre","2909305N","41 Maine Avenue","Rockville Centre","NY","11570","Nassau","Metropolitan Area Regional Office - Long Island","516-536-7730","http://www.extendedcare.com/ElderCare/Facilities/NY/RockvilleCentre/RockvilleNursing/","05/20/2020","0","0","NHBEDSAV","158","36","5","40.664047","-73.651192"
"517","Rockville Skilled Nursing & Rehabilitation Center, LLC","2909304N","50 Maine Avenue","Rockville Centre","NY","11570","Nassau","Metropolitan Area Regional Office - Long Island","516-536-8000","http://rockvillerehab.com/","05/20/2020","0","0","NHBEDSAV","66","13","4","40.663876","-73.650276"
"520","Lynbrook Restorative Therapy and Nursing","2911303N","243 Atlantic Avenue","Lynbrook","NY","11563","Nassau","Metropolitan Area Regional Office - Long Island","516-599-2744","http://www.lynbrookrehab.com/","05/20/2020","0","0","NHBEDSAV","100","26","5","40.649876","-73.667297"
"521","The Grand Rehabilitation and Nursing at Great Neck","2913302N","15 St Pauls Place","Great Neck","NY","11021","Nassau","Metropolitan Area Regional Office - Long Island","516-466-3001","http://www.graceplaza.com/","05/20/2020","0","0","NHBEDSAV","214","70","5","40.788807","-73.722359"
"524","Daleview Care Center","5150302N","574 Fulton Street","Farmingdale","NY","11735","Nassau","Metropolitan Area Regional Office - Long Island","516-694-9800","http://www.daleviewcarecenter.com/home.php","05/20/2020","0","0","NHBEDSAV","142","37","5","40.728416","-73.448219"
"533","Belair Care Center Inc","2950301N","2478 Jerusalem Ave","No Bellmore","NY","11710","Nassau","Metropolitan Area Regional Office - Long Island","516-826-1160","http://www.belaircarecenter.com/","05/20/2020","0","0","NHBEDSAV","102","23","5","40.691135","-73.540489"
"534","A Holly Patterson Extended Care Facility","2950302N","875 Jerusalem Avenue","Uniondale","NY","11553","Nassau","Metropolitan Area Regional Office - Long Island","516-572-1400","http://www.nuhealth.net/about/centers-of-care/a_holly_patterson.asp","05/20/2020","0","0","NHBEDSAV","589","211","5","40.697464","-73.585617"
"534","A Holly Patterson Extended Care Facility","2950302N","875 Jerusalem Avenue","Uniondale","NY","11553","Nassau","Metropolitan Area Regional Office - Long Island","516-572-1400","http://www.nuhealth.net/about/centers-of-care/a_holly_patterson.asp","05/20/2020","0","0","VENTBEDSAV","20","8","3","40.697464","-73.585617"
"537","Oceanside Care Center Inc","2950314N","2914 Lincoln Avenue","Oceanside","NY","11572","Nassau","Metropolitan Area Regional Office - Long Island","516-536-2300","https://www.oceansidecc.com/","05/20/2020","0","0","NHBEDSAV","100","30","5","40.640358","-73.642090"
"538","Garden Care Center","2950316N","135 Franklin Avenue","Franklin Square","NY","11010","Nassau","Metropolitan Area Regional Office - Long Island","516-775-2100","http://www.gardencarerehab.com/","05/13/2020","1","1","NHBEDSAV","150","62","5","40.704697","-73.677116"
"538","Garden Care Center","2950316N","135 Franklin Avenue","Franklin Square","NY","11010","Nassau","Metropolitan Area Regional Office - Long Island","516-775-2100","http://www.gardencarerehab.com/","05/13/2020","1","1","DIALYSISDEN","4",".","1","40.704697","-73.677116"
"539","The Five Towns Premier Rehabilitation & Nursing Center","2950315N","1050 Central Avenue","Woodmere","NY","11598","Nassau","Metropolitan Area Regional Office - Long Island","516-374-9300","https://fivetownspremier.com/","05/20/2020","0","0","NHBEDSAV","280","55","5","40.632293","-73.707864"
"539","The Five Towns Premier Rehabilitation & Nursing Center","2950315N","1050 Central Avenue","Woodmere","NY","11598","Nassau","Metropolitan Area Regional Office - Long Island","516-374-9300","https://fivetownspremier.com/","05/20/2020","0","0","VENTBEDSAV","16","3","2","40.632293","-73.707864"
"546","Sands Point Center for Health and Rehabilitation","2951304N","1440 Port Washington Blvd","Port Washington","NY","11050","Nassau","Metropolitan Area Regional Office - Long Island","516-719-9400","http://www.sandspointcenter.com/","05/20/2020","0","0","NHBEDSAV","180","61","5","40.843124","-73.690155"
"547","Highfield Gardens Care Center of Great Neck","2951306N","199 Community Drive","Great Neck","NY","11021","Nassau","Metropolitan Area Regional Office - Long Island","516-365-9229","http://www.highfieldgardens.com/","05/20/2020","0","0","ADHCPSLOTSAV","60","60","5","40.785900","-73.705101"
"547","Highfield Gardens Care Center of Great Neck","2951306N","199 Community Drive","Great Neck","NY","11021","Nassau","Metropolitan Area Regional Office - Long Island","516-365-9229","http://www.highfieldgardens.com/","05/20/2020","0","0","NHBEDSAV","200","57","5","40.785900","-73.705101"
"548","Sunharbor Manor","2951307N","255 Warner Avenue","Roslyn Heights","NY","11577","Nassau","Metropolitan Area Regional Office - Long Island","516-621-5400","http://www.sunharbormanor.com/","05/20/2020","0","0","NHBEDSAV","266","126","5","40.791851","-73.644928"
"557","Parkview Care and Rehabilitation Center, Inc.","2952301N","5353 Merrick Road","Massapequa","NY","11758","Nassau","Metropolitan Area Regional Office - Long Island","516-798-1800","https://profiles.health.ny.gov/nursing_home/view/150463","05/20/2020","0","0","NHBEDSAV","169","41","5","40.667854","-73.438622"
"558","Cold Spring Hills Center for Nursing and Rehabilitation","2952310N","378 Syosset-Woodbury Road","Woodbury","NY","11797","Nassau","Metropolitan Area Regional Office - Long Island","516-921-3900","http://www.coldspringhills.net/","05/20/2020","0","0","ADHCPSLOTSAV","100","100","5","40.825569","-73.470085"
"558","Cold Spring Hills Center for Nursing and Rehabilitation","2952310N","378 Syosset-Woodbury Road","Woodbury","NY","11797","Nassau","Metropolitan Area Regional Office - Long Island","516-921-3900","http://www.coldspringhills.net/","05/20/2020","0","0","VENTBEDSAV","24","0","0","40.825569","-73.470085"
"558","Cold Spring Hills Center for Nursing and Rehabilitation","2952310N","378 Syosset-Woodbury Road","Woodbury","NY","11797","Nassau","Metropolitan Area Regional Office - Long Island","516-921-3900","http://www.coldspringhills.net/","05/20/2020","0","0","NHBEDSAV","588","125","5","40.825569","-73.470085"
"559","Excel at Woodbury for Rehabilitation and Nursing, LLC","2952309N","8533 Jericho Tpke","Woodbury","NY","11797","Nassau","Metropolitan Area Regional Office - Long Island","516-692-4100","http://www.excelwoodbury.com/","05/20/2020","0","0","NHBEDSAV","123","42","5","40.818600","-73.458008"
"560","Central Island Healthcare","2952308N","825 Old Country Rd","Plainview","NY","11803","Nassau","Metropolitan Area Regional Office - Long Island","516-433-0600","http://www.centralislandhealthcare.com/","05/20/2020","0","0","NHBEDSAV","202","59","5","40.773899","-73.480408"
"564","The Grand Rehabilitation and Nursing at South Point","2961303N","One Long Beach Road","Island Park","NY","11558","Nassau","Metropolitan Area Regional Office - Long Island","516-432-0300","http://facilities.thegrandhealthcare.com/facilities.html#South%20Point","05/20/2020","0","0","NHBEDSAV","185","23","5","40.599171","-73.655930"
"568","Lockport Rehab & Health Care Center","3101307N","909 Lincoln Ave","Lockport","NY","14094","Niagara","Western Regional Office - Buffalo","716-434-6361","http://lockportrehab.com/","05/20/2020","0","0","NHBEDSAV","82","11","4","43.153465","-78.671700"
"571","Elderwood at Lockport","3101308N","104 Old Niagara Road","Lockport","NY","14094","Niagara","Western Regional Office - Buffalo","716-434-6324","http://www.elderwood.com/location/elderwood-at-lockport/","05/20/2020","0","0","NHBEDSAV","126","17","4","43.186798","-78.670219"
"579","Schoellkopf Health Center","3102307N","621 Tenth Street","Niagara Falls","NY","14302","Niagara","Western Regional Office - Buffalo","716-278-4578","https://nfmmc.org/directory/locations/show/schoellkopf-health-center/","05/20/2020","0","0","NHBEDSAV","120","24","5","43.094048","-79.050400"
"580","Niagara Rehabilitation and Nursing Center","3102311N","822 Cedar Avenue","Niagara Falls","NY","14301","Niagara","Western Regional Office - Buffalo","716-282-1207","http://www.niagararehab.org/","05/20/2020","0","0","NHBEDSAV","160","32","5","43.096687","-79.052055"
"582","Degraff Memorial Hospital-Skilled Nursing Facility","3103000N","445 Tremont Street","North Tonawanda","NY","14120","Niagara","Western Regional Office - Buffalo","716-694-4500","http://www.kaleidahealth.org/DeGraff/services/display.asp?s=651","05/20/2020","0","0","NHBEDSAV","80","11","4","43.026154","-78.862457"
"586","Newfane Rehab & Health Care Center","3154303N","2709 Transit Rd","Newfane","NY","14108","Niagara","Western Regional Office - Buffalo","716-778-7111","http://newfanerehab.org/","05/20/2020","0","0","NHBEDSAV","165","51","5","43.283070","-78.696739"
"588","Absolut Center for Nursing and Rehabilitation at Gasport, LLC","3158302N","4540 Lincoln Drive","Gasport","NY","14067","Niagara","Western Regional Office - Buffalo","716-772-2631","http://www.absolutcare.com/locations/?id=65","05/20/2020","0","0","NHBEDSAV","83","19","4","43.193581","-78.573296"
"590","Rome Memorial Hospital, Inc - RHCF","3201002N","1500 North James Street","Rome","NY","13440","Oneida","Central New York Regional Office","315-338-7000","http://www.romehospital.org/Residential_Health_Care.aspx","05/20/2020","0","0","NHBEDSAV","80","27","5","43.229935","-75.443466"
"592","Colonial Park Rehabilitation and Nursing Center","3201311N","950 Floyd Avenue","Rome","NY","13440","Oneida","Central New York Regional Office","315-336-5400","http://www.colonialparkrehab.com/","05/20/2020","0","0","NHBEDSAV","80","14","4","43.217644","-75.436157"
"593","The Grand Rehabilitation and Nursing at Rome","3201310N","801 North James Street","Rome","NY","13440","Oneida","Central New York Regional Office","315-337-0550","http://facilities.thegrandhealthcare.com/rome","05/20/2020","0","0","NHBEDSAV","160","28","5","43.220272","-75.450333"
"593","The Grand Rehabilitation and Nursing at Rome","3201310N","801 North James Street","Rome","NY","13440","Oneida","Central New York Regional Office","315-337-0550","http://facilities.thegrandhealthcare.com/rome","05/20/2020","0","0","ADHCPSLOTSAV","25","0","0","43.220272","-75.450333"
"594","Bethany Gardens Skilled Living Center","3201308N","800 West Chestnut Street","Rome","NY","13440","Oneida","Central New York Regional Office","315-339-3210","http://www.bethanynursing.com/","05/20/2020","0","0","NHBEDSAV","100","4","2","43.236221","-75.452438"
"595","Betsy Ross Rehabilitation Center, Inc","3201307N","1 Elsie Street","Rome","NY","13440","Oneida","Central New York Regional Office","315-339-2220","http://betsyrossnh.com/","05/20/2020","0","0","NHBEDSAV","120","14","4","43.232052","-75.466057"
"604","Katherine Luther Residential Health Care and Rehabilitation Center","3225303N","110 Utica Road","Clinton","NY","13323","Oneida","Central New York Regional Office","315-853-5515","http://www.lutherancare.org/services/facilities-1/skilled-nursing-1","05/20/2020","0","0","NHBEDSAV","280","50","5","43.057526","-75.363594"
"606","Masonic Care Community of New York","3202308N","2150 Bleecker Street","Utica","NY","13501","Oneida","Central New York Regional Office","315-798-4800","http://www.masonichomeny.org/","05/20/2020","0","0","NHBEDSAV","320","30","5","43.089130","-75.189423"
"607","Utica Rehabilitation & Nursing Center","3202316N","2535 Genesee Street","Utica","NY","13501","Oneida","Central New York Regional Office","315-797-1230","https://uticarehab.com/","05/20/2020","0","0","NHBEDSAV","120","51","5","43.079891","-75.274467"
"608","The Pines at Utica Center for Nursing & Rehabilitation","3202315N","1800 Butterfield Ave","Utica","NY","13501","Oneida","Central New York Regional Office","315-797-3570","http://www.pinesutica.com/","05/13/2020","1","1","NHBEDSAV","117","12","4","43.086617","-75.254684"
"609","The Grand Rehabilitation and Nursing at Utica","3202318N","1657 Sunset Ave","Utica","NY","13502","Oneida","Central New York Regional Office","315-797-7392","http://hhcc.net/","05/20/2020","0","0","NHBEDSAV","220","17","4","43.091022","-75.256882"
"613","Sunset Nursing and Rehabilitation Center, Inc.","3221301N","232 Academy Street","Boonville","NY","13309","Oneida","Central New York Regional Office","315-942-4301","http://www.sunsetnrc.com/","05/06/2020","2","2","NHBEDSAV","120","22","5","43.478821","-75.332718"
"618","Waterville Residential Care Center","3226301N","220 Tower Street","Waterville","NY","13480","Oneida","Central New York Regional Office","315-841-4156","http://www.watervillecares.com/?utm_source=local&utm_campaign=gmb&utm_medium=organic","05/20/2020","0","0","NHBEDSAV","92","6","3","42.930527","-75.383545"
"620","Charles T Sitrin Health Care Center Inc","3227304N","2050 Tilden Avenue","New Hartford","NY","13413","Oneida","Central New York Regional Office","315-797-3114","http://www.sitrin.com/","05/13/2020","1","1","NHBEDSAV","155","21","5","43.054970","-75.228828"
"620","Charles T Sitrin Health Care Center Inc","3227304N","2050 Tilden Avenue","New Hartford","NY","13413","Oneida","Central New York Regional Office","315-797-3114","http://www.sitrin.com/","05/13/2020","1","1","ADHCPSLOTSAV","40","40","5","43.054970","-75.228828"
"620","Charles T Sitrin Health Care Center Inc","3227304N","2050 Tilden Avenue","New Hartford","NY","13413","Oneida","Central New York Regional Office","315-797-3114","http://www.sitrin.com/","05/13/2020","1","1","NEUROBEDSAV","32","7","3","43.054970","-75.228828"
"621","Presbyterian Home for Central New York Inc","3227303N","4290 Middle Settlement Road","New Hartford","NY","13413","Oneida","Central New York Regional Office","315-797-7500","http://www.presbyterianhome.com/","05/20/2020","0","0","NHBEDSAV","236","85","5","43.072346","-75.342911"
"621","Presbyterian Home for Central New York Inc","3227303N","4290 Middle Settlement Road","New Hartford","NY","13413","Oneida","Central New York Regional Office","315-797-7500","http://www.presbyterianhome.com/","05/20/2020","0","0","ADHCPSLOTSAV","17","17","4","43.072346","-75.342911"
"624","Trustees of the Eastern Star Hall and Home of the State of New York","3239300N","8290 State Rt 69 (PO Box S)","Oriskany","NY","13424","Oneida","Central New York Regional Office","315-736-9311","http://www.eshomeny.org/","05/20/2020","0","0","NHBEDSAV","84","45","5","43.164825","-75.339493"
"633","Buffalo Community Healthcare Center","1401339N","1205 Delaware Avenue","Buffalo","NY","14209","Erie","Western Regional Office - Buffalo","716-885-3838","","05/20/2020","0","0","NHBEDSAV","95","22","5","42.916603","-78.868782"
"647","Jewish Home of Central New York","3301309N","4101 E Genesee St","Syracuse","NY","13214","Onondaga","Central New York Regional Office","315-446-9111","http://menorahparkofcny.com/continuum-of-care/jewish-health-rehabilitation/","05/20/2020","0","0","ADHCPSLOTSAV","25","25","5","43.036987","-76.075798"
"647","Jewish Home of Central New York","3301309N","4101 E Genesee St","Syracuse","NY","13214","Onondaga","Central New York Regional Office","315-446-9111","http://menorahparkofcny.com/continuum-of-care/jewish-health-rehabilitation/","05/20/2020","0","0","NHBEDSAV","132","28","5","43.036987","-76.075798"
"648","Loretto Health and Rehabilitation Center","3301327N","700 East Brighton Avenue","Syracuse","NY","13205","Onondaga","Central New York Regional Office","315-413-3708","https://www.lorettocny.org/locations/loretto-health-and-rehabilitation-center","05/20/2020","0","0","NHBEDSAV","583","60","5","43.009064","-76.132774"
"648","Loretto Health and Rehabilitation Center","3301327N","700 East Brighton Avenue","Syracuse","NY","13205","Onondaga","Central New York Regional Office","315-413-3708","https://www.lorettocny.org/locations/loretto-health-and-rehabilitation-center","05/20/2020","0","0","ADHCPSLOTSAV","50","0","0","43.009064","-76.132774"
"650","Van Duyn Center for Rehabilitation and Nursing","3301328N","5075 West Seneca Turnpike","Syracuse","NY","13215","Onondaga","Central New York Regional Office","315-449-6000","http://www.ongov.net/vanduyn/","05/20/2020","0","0","NHBEDSAV","513","143","5","43.005547","-76.166534"
"651","Houghton Rehabilitation & Nursing Center","0226302N","9876 Luckey Dr","Houghton","NY","14744","Allegany","Western Regional Office - Buffalo","585-567-2207","https://houghtonrnc.com/","05/20/2020","0","0","NHBEDSAV","100","11","4","42.426323","-78.162926"
"654","Central Park Rehabilitation and Nursing Center","3301326N","116 Martin Luther King East","Syracuse","NY","13205","Onondaga","Central New York Regional Office","315-475-1641","http://www.centralparkrehab.com/","05/06/2020","2","2","ADHCPSLOTSAV","50","50","5",".","."
"654","Central Park Rehabilitation and Nursing Center","3301326N","116 Martin Luther King East","Syracuse","NY","13205","Onondaga","Central New York Regional Office","315-475-1641","http://www.centralparkrehab.com/","05/06/2020","2","2","NHBEDSAV","160","33","5",".","."
"655","St Camillus Residential Health Care Facility","3301321N","813 Fay Road","Syracuse","NY","13219","Onondaga","Central New York Regional Office","315-488-2951","http://www.st-camillus.org/","05/20/2020","0","0","NHBEDSAV","264","75","5","43.035419","-76.208199"
"655","St Camillus Residential Health Care Facility","3301321N","813 Fay Road","Syracuse","NY","13219","Onondaga","Central New York Regional Office","315-488-2951","http://www.st-camillus.org/","05/20/2020","0","0","ADHCPSLOTSAV","42","42","5","43.035419","-76.208199"
"655","St Camillus Residential Health Care Facility","3301321N","813 Fay Road","Syracuse","NY","13219","Onondaga","Central New York Regional Office","315-488-2951","http://www.st-camillus.org/","05/20/2020","0","0","TBIBEDSAV","20","6","3","43.035419","-76.208199"
"656","Bishop Rehabilitation and Nursing Center","3301330N","918 James Street","Syracuse","NY","13203","Onondaga","Central New York Regional Office","315-474-1561","https://www.bishopcare.com/","05/13/2020","1","1","VENTBEDSAV","5","5","2","43.057522","-76.137817"
"656","Bishop Rehabilitation and Nursing Center","3301330N","918 James Street","Syracuse","NY","13203","Onondaga","Central New York Regional Office","315-474-1561","https://www.bishopcare.com/","05/13/2020","1","1","NHBEDSAV","435","90","5","43.057522","-76.137817"
"657","The Cottages at Garden Grove, a Skilled Nursing Community","3301323N","5460 Meltzer Court","Cicero","NY","13039","Onondaga","Central New York Regional Office","315-474-4431","http://www.cottagesatgardengrove.org/","05/20/2020","0","0","NHBEDSAV","156","35","5","43.043674","-76.136673"
"664","Sunnyside Care Center","3321301N","7000 Collamer Rd","East Syracuse","NY","13057","Onondaga","Central New York Regional Office","315-656-7218","https://www.sunnysidecare.com/Home","05/20/2020","0","0","NHBEDSAV","80","0","0","43.109051","-76.037949"
"672","Living Center at Geneva - North","3402303N","196-198 North Street","Geneva","NY","14456","Ontario","Western Regional Office - Rochester","585-787-4730","http://www.flhealth.org/body.cfm?id=296","05/20/2020","0","0","NHBEDSAV","80","7","3","42.875748","-76.987427"
"674","Living Center at Geneva - South","3402302N","196-198 North Street","Geneva","NY","14456","Ontario","Western Regional Office - Rochester","315-787-4730","http://www.flhealth.org/body.cfm?id=297","05/20/2020","0","0","NHBEDSAV","103","59","5","42.875748","-76.987427"
"674","Living Center at Geneva - South","3402302N","196-198 North Street","Geneva","NY","14456","Ontario","Western Regional Office - Rochester","315-787-4730","http://www.flhealth.org/body.cfm?id=297","05/20/2020","0","0","ADHCPSLOTSAV","40","40","5","42.875748","-76.987427"
"677","Clifton Springs Hospital and Clinic Extended Care","3421000N","2 Coulter Road","Clifton Springs","NY","14432","Ontario","Western Regional Office - Rochester","315-462-9561","http://www.cliftonspringshospital.org/","05/20/2020","0","0","VENTBEDSAV","15","3","2","42.960537","-77.138863"
"677","Clifton Springs Hospital and Clinic Extended Care","3421000N","2 Coulter Road","Clifton Springs","NY","14432","Ontario","Western Regional Office - Rochester","315-462-9561","http://www.cliftonspringshospital.org/","05/20/2020","0","0","NHBEDSAV","90","0","0","42.960537","-77.138863"
"681","M.M. Ewing Continuing Care Center","3429300N","350 Parrish Street","Canandaigua","NY","14424","Ontario","Western Regional Office - Rochester","585-396-6020","http://www.thompsonhealth.com/SeniorbrLiving/SeniorLiving/MMEwingContinuingCareCenter.aspx","05/20/2020","0","0","NHBEDSAV","178","9","3","42.875027","-77.289818"
"682","Elm Manor Nursing and Rehabilitation Center","3429305N","210 N Main Street","Canandaigua","NY","14424","Ontario","Western Regional Office - Rochester","585-394-3883","http://elmrehab.com/","05/20/2020","0","0","NHBEDSAV","46","11","4","42.894321","-77.286171"
"683","Ontario Center for Rehabilitation and Healthcare","3429304N","3062 County Complex Drive","Canandaigua","NY","14424","Ontario","Western Regional Office - Rochester","585-396-4340","http://www.co.ontario.ny.us/healthfacility","05/20/2020","0","0","NHBEDSAV","98","7","3","42.884579","-77.211769"
"691","Highland Rehabilitation and Nursing Center","3501305N","120 Highland Avenue","Middletown","NY","10940","Orange","Metropolitan Area Regional Office - New Rochelle","845-342-1033","http://highlandrnc.com/","05/20/2020","0","0","NHBEDSAV","98","6","3","41.453743","-74.418694"
"696","Sapphire Nursing at Meadow Hill","3502305N","172 Meadow Hill Road","Newburgh","NY","12550","Orange","Metropolitan Area Regional Office - New Rochelle","845-564-1700","http://elant.org/?page_id=134","05/20/2020","0","0","NHBEDSAV","190","43","5","41.525883","-74.089310"
"702","The Valley View Center for Nursing Care and Rehabilitation","3523301N","2 Glenmere Cove Road","Goshen","NY","10924","Orange","Metropolitan Area Regional Office - New Rochelle","845-291-4740","https://www.orangecountygov.com/753/Valley-View-Center","05/20/2020","0","0","NHBEDSAV","360","79","5","41.355576","-74.367393"
"710","Montgomery Nursing and Rehabilitation Center","3561302N","2817 Albany Post Road, Box 158","Montgomery","NY","12549","Orange","Metropolitan Area Regional Office - New Rochelle","845-457-3155","http://www.montgomeryrehab.com/","05/20/2020","0","0","NHBEDSAV","100","38","5","41.545601","-74.238609"
"716","The Villages of Orleans Health and Rehabilitation Center","3620301N","14012 Route 31","Albion","NY","14411","Orleans","Western Regional Office - Buffalo","585-589-3225","https://profiles.health.ny.gov/nursing_home/view/150510","05/20/2020","0","0","NHBEDSAV","120","52","5","43.240555","-78.216614"
"719","Medina Memorial Hospital SNF","3622000N","200 Ohio Street","Medina","NY","14103","Orleans","Western Regional Office - Buffalo","585-798-2000","http://medinamemorial.org/residential-care-unit/","05/20/2020","0","0","NHBEDSAV","30","1","1","43.223637","-78.397141"
"721","Orchard Rehabilitation & Nursing Center","3622304N","600 Bates Road","Medina","NY","14103","Orleans","Western Regional Office - Buffalo","585-798-4100","https://orchardrnc.com/","05/20/2020","0","0","NHBEDSAV","132","25","5","43.213066","-78.370117"
"731","Morningstar Residential Care Center","3702315N","17 Sunrise Drive","Oswego","NY","13126","Oswego","Central New York Regional Office","315-342-4790","http://www.morningstarcares.com/","05/20/2020","0","0","NHBEDSAV","120","17","4","43.445717","-76.528511"
"732","Pontiac Nursing Home","3702313N","303 East River Road","Oswego","NY","13126","Oswego","Central New York Regional Office","315-343-1800","https://www.nyconnects.ny.gov/providers/pontiac-care-and-rehabilitation-center-sofaosweap532","05/20/2020","0","0","NHBEDSAV","80","32","5","43.444843","-76.493805"
"735","St Luke Residential Health Care Facility Inc","3702309N","299 East River Road","Oswego","NY","13126","Oswego","Central New York Regional Office","315-342-3166","http://www.stlukehs.com/","05/20/2020","0","0","ADHCPSLOTSAV","20","20","5","43.444889","-76.493858"
"735","St Luke Residential Health Care Facility Inc","3702309N","299 East River Road","Oswego","NY","13126","Oswego","Central New York Regional Office","315-342-3166","http://www.stlukehs.com/","05/20/2020","0","0","NHBEDSAV","200","24","5","43.444889","-76.493858"
"740","Aurelia Osborn Fox Memorial Hospital","3801000N","One Norton Avenue","Oneonta","NY","13820","Otsego","Capital District Regional Office","607-431-5980","http://www.bassett.org/ao-fox-hospital/","05/20/2020","0","0","NHBEDSAV","130","7","3","42.457405","-75.053261"
"743","Chestnut Park Rehabilitation and Nursing Center","3801304N","330 Chestnut Street","Oneonta","NY","13820","Otsego","Capital District Regional Office","607-432-8501","http://chestnutparkrehab.com/","05/20/2020","0","0","NHBEDSAV","80","8","3","42.452911","-75.085541"
"749","Cooperstown Center for Rehabilitation and Nursing","3824301N","128 Phoenix Mills Cross Road","Cooperstown","NY","13326","Otsego","Capital District Regional Office","607-544-2600","https://centershealthcare.com/cooperstown_center/","05/20/2020","0","0","NHBEDSAV","174","11","4","42.668671","-74.953636"
"754","Putnam Nursing & Rehabilitation Center","3951302N","404 Ludingtonville Road","Holmes","NY","12531","Putnam","Metropolitan Area Regional Office - New Rochelle","845-878-3241","https://putnamhealthcare.com/","05/20/2020","0","0","NHBEDSAV","160","0","0","41.496571","-73.663322"
"761","Van Rensselaer Manor","4102307N","85 Bloomingrove Drive","Troy","NY","12180","Rensselaer","Capital District Regional Office","518-283-2000","http://www.vanrensselaermanor.com/","05/13/2020","1","1","NHBEDSAV","362","21","5","42.688541","-73.682236"
"762","Troy Center for Rehabilitation and Nursing","4102313N","49 Marvin Avenue","Troy","NY","12180","Rensselaer","Capital District Regional Office","518-273-6646","https://centershealthcare.com/troy_center/","05/20/2020","0","0","NHBEDSAV","78","2","1","42.697277","-73.696358"
"766","The Center for Nursing and Rehabilitation at Hoosick Falls","4120300N","21 Danforth Street","Hoosick Falls","NY","12090","Rensselaer","Capital District Regional Office","518-686-4371","http://nursingandrehab.org/","05/20/2020","0","0","NHBEDSAV","82","20","5","42.909477","-73.347466"
"767","Riverside Center for Rehabilitation and Nursing","4124301N","90 No Main Street","Castleton-On-Hudson","NY","12033","Rensselaer","Capital District Regional Office","518-732-7617","http://www.riversidecenterrehab.com/","05/20/2020","0","0","NHBEDSAV","80","9","3","42.539822","-73.751411"
"772","Diamond Hill Nursing and Rehabilitation Center","4161305N","100 New Turnpike Road","Troy","NY","12182","Rensselaer","Capital District Regional Office","518-235-1410","http://www.diamondhillrehab.com/","05/20/2020","0","0","NHBEDSAV","120","28","5","42.793602","-73.663467"
"774","Northern Riverview Health Care Center, Inc","4321302N","87 South Route 9W","Haverstraw","NY","10927","Rockland","Metropolitan Area Regional Office - New Rochelle","845-429-5381","http://northernriverview.com/","05/20/2020","0","0","NHBEDSAV","180","29","5","41.202301","-73.983704"
"778","Pine Valley Center for Rehabilitation and Nursing","4353303N","661 N Main St","Spring Valley","NY","10977","Rockland","Metropolitan Area Regional Office - New Rochelle","845-356-0567","http://www.pinevalleyrehab.com/","05/20/2020","0","0","NHBEDSAV","160","49","5","41.136238","-74.037163"
"780","The Willows at Ramapo Rehabilitation and Nursing Center","4329301N","30 Cragmere Road","Suffern","NY","10901","Rockland","Metropolitan Area Regional Office - New Rochelle","845-357-1230","http://thewillowsrehab.com/","05/13/2020","1","1","NHBEDSAV","201","68","5","41.102283","-74.126373"
"784","Northern Manor Geriatric Center Inc","4350304N","199 N Middletown Road","Nanuet","NY","10954","Rockland","Metropolitan Area Regional Office - New Rochelle","845-623-3904","http://northernmanor.com/","05/13/2020","1","1","NHBEDSAV","231","25","5","41.111755","-74.010948"
"784","Northern Manor Geriatric Center Inc","4350304N","199 N Middletown Road","Nanuet","NY","10954","Rockland","Metropolitan Area Regional Office - New Rochelle","845-623-3904","http://northernmanor.com/","05/13/2020","1","1","VENTBEDSAV","28","1","1","41.111755","-74.010948"
"785","Tolstoy Foundation Rehabilitation and Nursing Center","4350301N","100 Lake Road","Valley Cottage","NY","10989","Rockland","Metropolitan Area Regional Office - New Rochelle","845-268-9339","http://www.tfrnc.org/","05/20/2020","0","0","NHBEDSAV","96","33","5","41.124378","-73.932076"
"786","Nyack Ridge Rehabilitation and Nursing Center","4350306N","476 Christian Herald Road","Valley Cottage","NY","10989","Rockland","Metropolitan Area Regional Office - New Rochelle","845-268-6861","https://www.nyackridge.com/","05/20/2020","0","0","NHBEDSAV","160","41","5","41.117195","-73.940117"
"787","Friedwald Center for Rehabilitation and Nursing, LLC","4350305N","475 New Hempstead Road","New City","NY","10956","Rockland","Metropolitan Area Regional Office - New Rochelle","845-354-7000","http://www.friedwaldcenter.com/","05/20/2020","0","0","NHBEDSAV","180","27","5","41.149361","-74.031448"
