Measurement Year,Measurement Period,Program Type,Plan Name,Plan ID,CG Area,CG Domain,Domain Rating,Measure Name,Measure Category,Measure Type,Region,Critical Value,Average of Critical Values,Domain Score,Average of Domain Scores,Standard Deviation of Domain Scores,Total Stars,Average of Total Stars,Standard Deviation of Total Stars,Member Services Phone Numbers,Web Sites
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Patient Safety,N/A,No falls with Injury,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Dental Exam,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Eye Exam,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Influenza Vaccination,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Hearing Exam,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Mammogram,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Pneumococcal Vaccination,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Quality of Life,Quality of Life,N/A,Not Lonely or Not Distressed,Quality,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Quality of Life,Quality of Life,N/A,Involved in Decisions,Satisfaction,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,ADL Stable or Improved,N/A,ADL Stable or Improved,Quality,Over-Time,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Pain Intensity Stable or Improved,N/A,Pain Intensity Stable or Improved,Quality,Over-Time,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Shortness of Breath Stable or Improved,N/A,Shortness of Breath Stable or Improved,Quality,Over-Time,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Urinary Continence Stable or Improved,N/A,Urinary Continence Stable or Improved,Quality,Over-Time,Hudson Valley,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Overall,Overall,N/A,Overall,Overall,Overall,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Patient Safety,N/A,No falls with Injury,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Dental Exam,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Eye Exam,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Influenza Vaccination,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Hearing Exam,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Mammogram,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Pneumococcal Vaccination,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Quality of Life,Quality of Life,N/A,Not Lonely or Not Distressed,Quality,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Quality of Life,Quality of Life,N/A,Involved in Decisions,Satisfaction,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,ADL Stable or Improved,N/A,ADL Stable or Improved,Quality,Over-Time,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Pain Intensity Stable or Improved,N/A,Pain Intensity Stable or Improved,Quality,Over-Time,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Shortness of Breath Stable or Improved,N/A,Shortness of Breath Stable or Improved,Quality,Over-Time,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Urinary Continence Stable or Improved,N/A,Urinary Continence Stable or Improved,Quality,Over-Time,Long Island,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Overall,Overall,N/A,Overall,Overall,Overall,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Advance Directives,N/A,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Patient Safety,N/A,No falls with Injury,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Dental Exam,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Eye Exam,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Influenza Vaccination,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Hearing Exam,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Mammogram,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Preventive Care,Prevention,N/A,Pneumococcal Vaccination,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Quality of Life,Quality of Life,N/A,Not Lonely or Not Distressed,Quality,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Quality of Life,Quality of Life,N/A,Involved in Decisions,Satisfaction,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,ADL Stable or Improved,N/A,ADL Stable or Improved,Quality,Over-Time,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Pain Intensity Stable or Improved,N/A,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Shortness of Breath Stable or Improved,N/A,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,MAP,Centers Plan MAP,5357520,Stability or Improvement,Urinary Continence Stable or Improved,N/A,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,,,,,,,,,1-855-270-1600,www.centersplan.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Overall,Overall,3,Overall,Overall,Overall,Western,,,,,,,,,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Advance Directives,5,Talked About Appointing for Health Decisions,Quality,Prevalence,Western,1.69,1.69,2.86,0.23,1,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,Western,3.29,3.29,-1.67,-0.56,3.79,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,Western,3.29,3.29,-1.12,-1.03,4.31,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,Western,3.29,3.29,-1.12,-1.03,4.31,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,Western,3.29,3.29,-1.12,-1.03,4.31,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,Western,3.29,3.29,-1.12,-1.03,4.31,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,Western,3.25,3.29,-1.12,-1.03,4.31,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,Western,3.29,3.29,-1.12,-1.03,4.31,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Quality of Life,Quality of Life,1,Not Lonely or Not Distressed,Quality,Prevalence,Western,3.29,3.29,-5.16,-0.51,3.27,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Quality of Life,Quality of Life,1,Involved in Decisions,Satisfaction,Prevalence,Western,1.69,3.29,-5.16,-0.51,3.27,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Satisfaction with Care,Rating of Care Manager,N/A,Rating of Care Manager,Satisfaction,Prevalence,Western,1.69,,0.01,0.01,1,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Satisfaction with Care,Rating of Health Plan,N/A,Rating of Health Plan,Satisfaction,Prevalence,Western,1.69,,-0.04,-0.04,1,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Satisfaction with Care,Rating of Regular Visiting Nurse,N/A,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Western,1.69,,-0.05,-0.05,1,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Satisfaction with Care,Timeliness of Aide,N/A,Timeliness of Home Health Aide,Satisfaction,Prevalence,Western,1.69,,-0.1,-0.1,1,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Stability or Improvement,ADL Stable or Improved,4,ADL Stable or Improved,Quality,Over-Time,Western,3.29,3.29,3.56,0.1,4.33,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,Western,3.29,3.29,-1.17,-0.62,4.13,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,Western,3.29,3.29,0.22,-0.34,4.81,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Complete Senior Care,3320725,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,Western,3.29,3.29,-0.44,0.11,3.8,37,36,5.26,1-716-285-8248,www.hanci.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Overall,Overall,2,Overall,Overall,Overall,North East,,,,,,,,,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Advance Directives,4,Talked About Appointing for Health Decisions,Quality,Prevalence,North East,1.69,1.69,1.51,0.23,1,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Patient Safety,3,No falls with Injury,Quality,Prevalence,North East,3.29,3.29,-2.44,-0.56,3.79,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,North East,3.29,3.29,-2.22,-1.03,4.31,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,North East,3.29,3.29,-2.22,-1.03,4.31,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,North East,3.29,3.29,-2.22,-1.03,4.31,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,North East,3.29,3.29,-2.22,-1.03,4.31,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,North East,3.25,3.29,-2.22,-1.03,4.31,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,North East,3.29,3.29,-2.22,-1.03,4.31,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Quality of Life,Quality of Life,4,Not Lonely or Not Distressed,Quality,Prevalence,North East,3.29,2.49,1.49,-0.51,3.27,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Quality of Life,Quality of Life,4,Involved in Decisions,Satisfaction,Prevalence,North East,1.69,2.49,1.49,-0.51,3.27,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Satisfaction with Care,Rating of Care Manager,2,Rating of Care Manager,Satisfaction,Prevalence,North East,1.69,1.69,-0.92,0.01,1,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Satisfaction with Care,Rating of Health Plan,1,Rating of Health Plan,Satisfaction,Prevalence,North East,1.69,1.69,-2.21,-0.04,1,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Satisfaction with Care,Rating of Regular Visiting Nurse,1,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,North East,1.69,1.69,-1.52,-0.05,1,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Satisfaction with Care,Timeliness of Aide,1,Timeliness of Home Health Aide,Satisfaction,Prevalence,North East,1.69,1.69,-2.99,-0.1,1,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Stability or Improvement,ADL Stable or Improved,3,ADL Stable or Improved,Quality,Over-Time,North East,3.29,3.29,0.11,0.1,4.33,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,North East,3.29,3.29,1.43,-0.62,4.13,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,North East,3.29,3.29,2.15,-0.34,4.81,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,Eddy Senior Care,1674982,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,North East,3.29,3.29,1.96,0.11,3.8,31,36,5.26,1-855-376-7888,www.nehealth.com
2018,2018 January - June,PACE,ElderONE,1278899,Overall,Overall,2,Overall,Overall,Overall,Western,,,,,,,,,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Advance Directives,3,Talked About Appointing for Health Decisions,Quality,Prevalence,Western,1.69,1.69,0.52,0.23,1,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Patient Safety,2,No falls with Injury,Quality,Prevalence,Western,3.29,3.29,-4.66,-0.56,3.79,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Prevention,4,Dental Exam,Quality,Prevalence,Western,3.29,3.29,1.99,-1.03,4.31,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Prevention,4,Eye Exam,Quality,Prevalence,Western,3.29,3.29,1.99,-1.03,4.31,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Prevention,4,Influenza Vaccination,Quality,Prevalence,Western,3.29,3.29,1.99,-1.03,4.31,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Prevention,4,Hearing Exam,Quality,Prevalence,Western,3.29,3.29,1.99,-1.03,4.31,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Prevention,4,Mammogram,Quality,Prevalence,Western,3.25,3.29,1.99,-1.03,4.31,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Preventive Care,Prevention,4,Pneumococcal Vaccination,Quality,Prevalence,Western,3.29,3.29,1.99,-1.03,4.31,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Quality of Life,Quality of Life,2,Not Lonely or Not Distressed,Quality,Prevalence,Western,3.29,2.49,-4.26,-0.51,3.27,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Quality of Life,Quality of Life,2,Involved in Decisions,Satisfaction,Prevalence,Western,1.69,2.49,-4.26,-0.51,3.27,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Satisfaction with Care,Rating of Care Manager,1,Rating of Care Manager,Satisfaction,Prevalence,Western,1.69,1.69,-1.5,0.01,1,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Satisfaction with Care,Rating of Health Plan,3,Rating of Health Plan,Satisfaction,Prevalence,Western,1.69,1.69,-0.37,-0.04,1,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Satisfaction with Care,Rating of Regular Visiting Nurse,3,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Western,1.69,1.69,-0.16,-0.05,1,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Satisfaction with Care,Timeliness of Aide,1,Timeliness of Home Health Aide,Satisfaction,Prevalence,Western,1.69,1.69,-1.98,-0.1,1,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Stability or Improvement,ADL Stable or Improved,3,ADL Stable or Improved,Quality,Over-Time,Western,3.29,3.29,-0.55,0.1,4.33,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,Western,3.29,3.29,-0.89,-0.62,4.13,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,Western,3.29,3.29,0.58,-0.34,4.81,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,PACE,ElderONE,1278899,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,Western,3.29,3.29,-1.23,0.11,3.8,31,36,5.26,1-855-457-4636,www.elderone.org
2018,2018 January - June,MAP,Elderplan,3173113,Overall,Overall,4,Overall,Overall,Overall,Hudson Valley,,,,,,,,,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Advance Directives,3,Talked About Appointing for Health Decisions,Quality,Prevalence,Hudson Valley,1.69,1.69,0.54,0.23,1,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Patient Safety,4,No falls with Injury,Quality,Prevalence,Hudson Valley,3.29,3.29,2.24,-0.56,3.79,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.83,-1.03,4.31,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.83,-1.03,4.31,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.83,-1.03,4.31,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.83,-1.03,4.31,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,Hudson Valley,3.25,3.29,-4.83,-1.03,4.31,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-4.83,-1.03,4.31,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,Hudson Valley,3.29,2.49,1.13,-0.51,3.27,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,Hudson Valley,1.69,2.49,1.13,-0.51,3.27,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Satisfaction with Care,Rating of Care Manager,3,Rating of Care Manager,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-0.06,0.01,1,41,36,5.26,1-866-360-1934,www.elderplan.org
2018,2018 January - June,MAP,Elderplan,3173113,Satisfaction with Care,Rating of Health Plan,4,Rating of Health Plan,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,0.87,-0.04,1,41,36,5.26,1-866-360-1934,www.elderplan.org
